ini,to.rem,m,s,p,m.s,s.s,p.s,val
244,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
245,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
246,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
247,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
248,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
249,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
250,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
251,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
252,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
253,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
254,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
255,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
256,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
257,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
258,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
259,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
260,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
261,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
262,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
263,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
264,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
265,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
266,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
267,1,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
268,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
269,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
270,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
271,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
272,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
273,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
274,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
275,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
276,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
277,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
278,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
279,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
280,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
281,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
282,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
283,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
284,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
285,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
286,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
287,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
288,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
289,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
290,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
291,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
292,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
293,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
294,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
295,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
296,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
297,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
298,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
299,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
300,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
301,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
302,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
303,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
304,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
305,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
306,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
307,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
308,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
309,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
310,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
311,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
312,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
313,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
314,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
315,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
316,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
317,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
318,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
319,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
320,2,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
321,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
322,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
323,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
324,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
325,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
326,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
327,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
328,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
329,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
330,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
331,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
332,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
333,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
334,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
335,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
336,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
337,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
338,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
339,2,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
340,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
341,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
342,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
343,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
344,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
345,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
346,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
347,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
348,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
349,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
350,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
351,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
352,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
353,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
354,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
355,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
356,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
357,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
358,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
359,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
360,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
361,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
362,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
363,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
364,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
365,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
366,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
367,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
368,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
369,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
370,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
371,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
372,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
373,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
374,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
375,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
376,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
377,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
378,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
379,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
380,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
381,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
382,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
383,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
384,1,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
385,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
386,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
387,2,-86.5,-50.333333333333336,-64.75,0.07765424062161101,31.59115382508157,-0.2721024480093339,31.940910513712517
388,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
389,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
390,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
391,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
392,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
393,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
394,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
395,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
396,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
397,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
398,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
399,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
400,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
401,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
402,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
403,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
404,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
405,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
406,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
407,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
408,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
409,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
410,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
411,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
412,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
413,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
414,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
415,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
416,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
417,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
418,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
419,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
420,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
421,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
422,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
423,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
424,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
425,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
426,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
427,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
428,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
429,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
430,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
431,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
432,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
433,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
434,2,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
435,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
436,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
437,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
438,1,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
439,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
440,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
441,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
442,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
443,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
444,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
445,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
446,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
447,4,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
448,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
449,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
450,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
451,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
452,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
453,1,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
454,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
455,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
456,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
457,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
458,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
459,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
460,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
461,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
462,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
463,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
464,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
465,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
466,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
467,4,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
468,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
469,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
470,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
471,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
472,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
473,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
474,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
475,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
476,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
477,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
478,2,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
479,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
480,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
481,0,-86.5,-51.9,-57.666666666666664,0.07765424062161101,-0.03162277660172919,3.6714112912564083,3.7806883084797485
482,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
483,0,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
484,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
485,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
486,3,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
487,1,-86.5,-51.9,-64.75,0.07765424062161101,-0.03162277660172919,-0.2721024480093339,0.38137946523267413
